Date,Open,High,Low,Close,Adj Close,Volume
2008-12-30,444.95001220703125,458.0,438.29998779296875,454.6000061035156,423.459228515625,247814.0
2008-12-31,458.0,464.95001220703125,447.0,453.79998779296875,422.7140197753906,202458.0
2009-01-02,475.0,497.5,473.1000061035156,490.29998779296875,456.71368408203125,319938.0
2009-01-05,495.04998779296875,517.0,495.04998779296875,512.2999877929688,477.2066345214844,483696.0
2009-01-06,519.6500244140625,519.6500244140625,488.0,494.70001220703125,460.812255859375,496920.0
2009-01-07,499.8999938964844,504.79998779296875,470.1499938964844,483.1499938964844,450.0534973144531,501302.0
2009-01-09,475.0,499.25,456.0,493.0,459.22882080078125,494597.0
2009-01-12,489.79998779296875,494.3999938964844,475.0,480.45001220703125,447.5384826660156,665245.0
2009-01-13,479.95001220703125,482.0,447.04998779296875,454.79998779296875,423.6454772949219,314024.0
2009-01-14,460.1000061035156,469.0,448.0,460.8999938964844,429.32763671875,438800.0
2009-01-15,450.0,465.5,437.6000061035156,460.6499938964844,429.09478759765625,285825.0
2009-01-16,456.0,472.0,454.0,459.04998779296875,427.6043701171875,295931.0
2009-01-19,462.0,464.0,454.1499938964844,456.6499938964844,425.3687438964844,103728.0
2009-01-20,454.0,454.0,439.6499938964844,442.0,411.7222900390625,118926.0
2009-01-21,442.0,458.95001220703125,430.0,439.75,409.6264953613281,516787.0
2009-01-22,440.0,448.6000061035156,431.29998779296875,441.0,410.7908020019531,273563.0
2009-01-23,440.0,451.0,422.5,446.04998779296875,415.4949035644531,240943.0
2009-01-27,451.0,471.8500061035156,451.0,467.8500061035156,435.80157470703125,151053.0
2009-01-28,471.0,491.8999938964844,470.0,485.54998779296875,452.28912353515625,231437.0
2009-01-29,489.95001220703125,492.0,459.0,469.8999938964844,437.71112060546875,356951.0
2009-01-30,465.0,490.0,451.25,485.1499938964844,451.91650390625,193999.0
2009-02-02,471.04998779296875,478.0,449.0,453.1000061035156,422.0619201660156,121231.0
2009-02-03,459.8999938964844,470.0,456.04998779296875,462.8999938964844,431.190673828125,350730.0
2009-02-04,464.0,474.0,462.0,467.0,435.00982666015625,196553.0
2009-02-05,464.0,468.0,430.0,437.6499938964844,407.6703186035156,481600.0
2009-02-06,441.0,458.3999938964844,440.1000061035156,455.3999938964844,424.20440673828125,254936.0
2009-02-09,456.5,466.0,447.5,463.5,431.7495422363281,189076.0
2009-02-10,467.0,471.0,445.04998779296875,455.1000061035156,423.9250793457031,256221.0
2009-02-11,454.8999938964844,466.0,445.3999938964844,463.25,431.51666259765625,140584.0
2009-02-12,462.0,475.0,453.3999938964844,455.8500061035156,424.6235656738281,222804.0
2009-02-13,449.0,464.79998779296875,437.1499938964844,440.04998779296875,409.9058837890625,685746.0
2009-02-16,442.6499938964844,448.70001220703125,410.95001220703125,416.5,387.96905517578125,745302.0
2009-02-17,413.0,413.0,398.3999938964844,404.79998779296875,377.070556640625,890211.0
2009-02-18,404.0,411.0,396.25,404.8999938964844,377.1637268066406,318013.0
2009-02-19,410.0,414.0,391.1499938964844,392.95001220703125,366.03228759765625,507487.0
2009-02-20,390.0,405.70001220703125,365.04998779296875,399.3999938964844,372.0404968261719,2373449.0
2009-02-24,400.0,400.0,381.0,385.6499938964844,359.2323913574219,755351.0
2009-02-25,390.0,394.0,372.25,374.25,348.61334228515625,601745.0
2009-02-26,374.0,374.0,359.45001220703125,368.29998779296875,343.0708312988281,750115.0
2009-02-27,370.0,378.6499938964844,362.04998779296875,367.20001220703125,342.0462341308594,450408.0
2009-03-02,370.0,370.0,353.0,358.3500061035156,333.802490234375,354522.0
2009-03-03,358.0,367.6499938964844,352.5,355.70001220703125,331.3340148925781,392300.0
2009-03-04,355.0,359.8999938964844,343.3500061035156,352.25,328.12030029296875,484588.0
2009-03-05,355.04998779296875,359.8500061035156,348.5,354.0,329.7505187988281,670863.0
2009-03-06,348.0,372.5,346.0,366.75,341.6270751953125,613137.0
2009-03-09,357.25,367.8999938964844,356.3500061035156,364.45001220703125,339.4846496582031,379220.0
2009-03-12,366.0,379.6000061035156,354.0,364.0,339.06549072265625,455567.0
2009-03-13,368.5,368.8999938964844,352.0,355.75,331.3805847167969,672929.0
2009-03-16,358.0,371.8999938964844,348.95001220703125,367.1499938964844,341.9997253417969,666277.0
2009-03-17,368.5,374.8999938964844,362.04998779296875,364.79998779296875,339.8106994628906,384565.0
2009-03-18,367.0,376.5,365.20001220703125,367.3500061035156,342.18597412109375,449682.0
2009-03-19,368.0,379.79998779296875,367.0,371.3999938964844,345.95855712890625,395452.0
2009-03-20,371.75,373.8999938964844,363.25,369.8500061035156,344.51470947265625,321844.0
2009-03-23,370.0,380.0,366.04998779296875,373.04998779296875,347.4955139160156,440698.0
2009-03-24,379.0,390.5,370.6000061035156,375.8999938964844,350.1502685546875,577506.0
2009-03-25,373.5,396.0,372.0,393.1499938964844,366.2186279296875,810162.0
2009-03-26,399.6499938964844,418.70001220703125,397.20001220703125,410.79998779296875,382.6595458984375,1158920.0
2009-03-27,413.0,424.79998779296875,408.20001220703125,419.8500061035156,391.0896301269531,658593.0
2009-03-30,417.8999938964844,418.0,403.45001220703125,407.1499938964844,379.2596130371094,414836.0
2009-03-31,410.0,432.79998779296875,403.8500061035156,426.70001220703125,397.4704284667969,507926.0
2009-04-01,426.1499938964844,433.0,414.0,425.79998779296875,396.632080078125,574908.0
2009-04-02,430.0,447.0,430.0,439.5,409.3935546875,550659.0
2009-04-06,445.0,458.0,440.25,446.29998779296875,415.727783203125,271452.0
2009-04-08,435.0,459.8999938964844,428.29998779296875,451.95001220703125,420.9907531738281,493082.0
2009-04-09,460.0,468.6499938964844,450.1000061035156,459.6499938964844,428.1632385253906,351329.0
2009-04-13,465.0,512.2000122070312,459.54998779296875,494.6000061035156,460.71917724609375,918117.0
2009-04-15,494.0,517.4500122070312,485.20001220703125,511.25,476.2286071777344,820517.0
2009-04-16,513.0,531.7000122070312,485.0,496.79998779296875,462.76849365234375,571525.0
2009-04-17,499.70001220703125,526.7999877929688,489.0,511.8500061035156,476.7874755859375,620898.0
2009-04-20,515.0,560.0,509.0,547.7999877929688,510.2748718261719,1147632.0
2009-04-21,539.8499755859375,545.0,523.1500244140625,526.7999877929688,490.7134094238281,500776.0
2009-04-22,528.0999755859375,544.9500122070312,494.0,500.25,465.9820861816406,481834.0
2009-04-23,505.0,508.0,484.0,494.6000061035156,460.71917724609375,434360.0
2009-04-24,497.0,504.20001220703125,480.04998779296875,487.04998779296875,453.68634033203125,651045.0
2009-04-27,480.0,503.3999938964844,480.0,488.1000061035156,454.6644287109375,391373.0
2009-04-28,492.3999938964844,497.8999938964844,474.8999938964844,477.8500061035156,445.1165466308594,321316.0
2009-04-29,480.0,502.3999938964844,475.6000061035156,487.0,453.6398620605469,651549.0
2009-04-30,483.54998779296875,483.54998779296875,483.54998779296875,483.54998779296875,450.4261474609375,0.0
2009-05-04,490.0,494.8999938964844,466.25,473.20001220703125,440.7850646972656,950105.0
2009-05-05,479.6499938964844,484.75,452.79998779296875,469.54998779296875,437.3851623535156,810805.0
2009-05-06,470.1000061035156,490.95001220703125,461.1000061035156,480.04998779296875,447.1658020019531,960154.0
2009-05-07,485.0,487.95001220703125,468.25,476.54998779296875,443.9056091308594,407015.0
2009-05-08,476.6000061035156,485.0,466.04998779296875,471.8500061035156,439.5274963378906,406844.0
2009-05-11,479.95001220703125,480.0,458.6000061035156,465.70001220703125,435.8309631347656,306232.0
2009-05-12,469.0,470.79998779296875,457.1000061035156,466.6499938964844,436.7200012207031,332732.0
2009-05-13,472.0,482.6000061035156,460.1000061035156,465.6000061035156,435.7373046875,447530.0
2009-05-14,460.5,467.6499938964844,455.20001220703125,464.54998779296875,434.7546691894531,312517.0
2009-05-15,467.0,498.0,464.54998779296875,492.20001220703125,460.63128662109375,805765.0
2009-05-18,558.6500244140625,589.9000244140625,535.0,560.1500244140625,524.22314453125,3386.0
2009-05-19,579.7999877929688,700.0,521.4000244140625,617.3499755859375,577.75439453125,1973172.0
2009-05-20,638.6500244140625,689.0,619.6500244140625,661.75,619.3065185546875,858861.0
2009-05-21,662.0499877929688,662.0499877929688,612.0999755859375,616.75,577.19287109375,435866.0
2009-05-22,615.0,645.0,611.0499877929688,631.25,590.7628173828125,352030.0
2009-05-25,635.0,635.0,616.4500122070312,627.5499877929688,587.3001098632812,328276.0
2009-05-26,632.7999877929688,645.5499877929688,578.0,592.9000244140625,554.87255859375,728241.0
2009-05-27,600.0,616.9500122070312,593.0,607.8499755859375,568.8637084960938,861643.0
2009-05-28,605.0,636.0,605.0,626.75,586.5514526367188,1337402.0
2009-05-29,630.0,666.0,630.0,650.9500122070312,609.19921875,1189649.0
2009-06-01,666.0,676.0,648.0999755859375,667.2000122070312,624.4071655273438,1246750.0
2009-06-02,672.1500244140625,695.0,652.0499877929688,687.75,643.63916015625,663228.0
2009-06-03,688.4000244140625,702.0,664.0,675.0499877929688,631.7536010742188,609352.0
2009-06-04,674.7999877929688,719.0,663.0,713.5,667.7374877929688,647089.0
2009-06-05,730.0,755.0,702.9500122070312,708.9500122070312,663.4793090820312,496298.0
2009-06-08,728.0,728.0,681.0,701.1500244140625,656.1796264648438,422035.0
2009-06-09,699.0,749.0,655.3499755859375,735.1500244140625,687.9989624023438,385915.0
2009-06-10,746.0,785.0,740.0,767.2999877929688,718.0868530273438,676543.0
2009-06-11,768.25,779.7000122070312,742.0,757.75,709.1492309570312,447227.0
2009-06-12,765.0999755859375,785.0,725.0,759.7999877929688,711.0679321289062,500840.0
2009-06-15,750.0,759.7999877929688,736.3499755859375,748.8499755859375,700.8202514648438,253658.0
2009-06-16,740.0,774.5,725.0999755859375,770.5,721.0817260742188,216545.0
2009-06-17,770.6500244140625,778.0,746.0,749.9000244140625,701.8028564453125,368423.0
2009-06-18,749.0,767.0,677.7000122070312,710.0999755859375,664.5556030273438,515835.0
2009-06-19,705.0,748.5,705.0,740.9500122070312,693.4268798828125,303283.0
2009-06-22,750.0,766.8499755859375,732.3499755859375,737.2999877929688,690.0110473632812,260660.0
2009-06-23,724.0,742.0,711.0,722.2000122070312,675.8795166015625,319494.0
2009-06-24,734.0,758.3499755859375,721.0,754.8499755859375,706.435302734375,302944.0
2009-06-25,755.0499877929688,775.0,750.25,766.9500122070312,717.7593994140625,427266.0
2009-06-26,760.0,795.0,756.0,789.3499755859375,738.7225341796875,406744.0
2009-06-29,787.0,834.0,782.0,808.0999755859375,756.2699584960938,582027.0
2009-06-30,816.0999755859375,824.0,770.0,778.4000244140625,728.4749145507812,792397.0
2009-07-01,780.0,798.0,748.0,780.0999755859375,730.06591796875,338796.0
2009-07-02,787.0,789.5,758.25,768.1500244140625,718.88232421875,380525.0
2009-07-03,769.0,788.0,751.3499755859375,784.7000122070312,734.3709106445312,231418.0
2009-07-06,790.0,806.0,729.0499877929688,744.6500244140625,696.8897094726562,359481.0
2009-07-07,745.0,762.2000122070312,735.0,752.5999755859375,704.3297729492188,318301.0
2009-07-08,745.0,745.0,705.0,713.5,667.7374877929688,289259.0
2009-07-09,711.7999877929688,722.0,693.0999755859375,715.1500244140625,669.2816772460938,293365.0
2009-07-10,714.0,724.0,676.2000122070312,692.0999755859375,647.7099609375,269700.0
2009-07-13,680.1500244140625,690.0,642.0,658.4500122070312,616.2183227539062,348531.0
2009-07-14,659.7999877929688,691.0,645.0999755859375,684.9500122070312,641.0187377929688,381425.0
